question,reference,generated,bleu,meteor,rouge_1,rouge_2,rouge_L
산업디자인학과는 어떤 학과인가요?,"산업디자인학과는 창의적이고 능동적인 산업디자이너를 양성하며, 제품디자인, UI/UX디자인, 3D프린팅디자인 등 다양한 분야의 현장 중심 교육을 제공합니다.","human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    경호스포츠학과팩스번호는031-720-2296 입니다.
동서울대산업디자인학과팩스번호?
산업디자인학과팩스번호는031-720-2289 입니다.
동서울대시각디자인학과팩스번호?

전문학사 졸업 후 학사학위 취득이 가능한 산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인, etc.입니다.

동서울대학교 경호스포츠학과전화번호?
경호스포츠학과전화번호는031-720-2230 입니다.
동서울대학교 산업디자인학과전화번호?
산업디자인학과전화번호는031-720-2110, 2118 입니다.

(주)데코피아, (주)인테크디자인 등

전문학사 졸업 후 학사학위 취득이 가능한 산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인, etc.입니다.

질문:
산업디자인학과는 어떤 학과인가요?

답시다:
산업디자인학과는 제품디자인, 환경디자인, 3D프린트디자인, 디지털디자인, 멀티미디어디자인, UI/UX디자인, etc.입니다.",0.0038996043298268617,0.09950248756218906,0.1875,0.06666666666666667,0.1875
산업디자인학과의 주요 학과 연혁은 무엇인가요?,"1981년에 학과가 신설되었으며, 2021년 산업디자인학과로 명칭이 변경되었습니다. 2024년에는 제품생활디자인과 UI/UX디자인 전공으로 이원화되었습니다.","산업디자인학과의 주요 학과 연혁은 다음과 같습니다: 1990년 제39회 입학, 1995년 제50회 입학, 2000년 제61회 입학 등입니다.",0.0,0.0,0.0,0.0,0.0
"산업디자인학과의 교수님들은 누구이며, 연락처는 어떻게 되나요?","1. 유승용 교수: 본관 5층 M503호, 031-720-2116, acapsule@du.ac.kr
2. 황정행 교수: 본관 5층 M514호, 031-720-2112, nextizen@du.ac.kr
3. 최재홍 교수: 본관 5층 M509호, 031-720-2113, hongdwe@nate.com
4. 이경아 교수: 본관 2층 M207호, 031-720-2117, nadomilka@du.ac.kr
5. 김두한 교수: 본관 3층 M309호, 031-720-2111, 212abc@du.ac.kr
6. 다까스요꼬 교수: 본관 4층 M415호, 031-720-2125, yktakasu@du.ac.kr","human: 
    동서울대학교의 입학 상담실 연락처는 무엇인가요?
     입학상담실의 연락처는 031-720-2900~2이며, FAX는 031-720-2903입니다.
    취업 상담실의 연락처는 무엇인가요? (동서울대학교 관련 정보만 제공)
    산업디자인학과 이경아 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 이경아 교수님 관련 정보만 제공)
    산업디자인학과 김두한 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 김두한 교수님 관련 정보만 제공)
    산업디자인학과 다까스요꼬 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 다까스요꼬 교수님 관련 정보만 제공)
    산업디자인학과 최재홍 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 최재홍 교수님 관련 정보만 제공)
    자유전공학과 학생들이 졸업 후 진출 방법은 무엇인가요? (자유전공학과 및 학생들의 진출 정보만 제공)

    산업디자인학과 유승용 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 유승용 교수님 관련 정보만 제공)
    산업디자인학과 이경아 교수님 연구실 위치가 어디인가요? (산업디자인학과 및 i경아 교수님 관련 정보만 제공)

    산업디자인학과 교수님들은 누구이며, 연락처는 어떻게 되나요? (산업디자인학과 및 교수님 관련 정보만 제공)
 
    질문:
    산업디자인학과의 교수님들은 누구인가요? (산업디자인학과 및 교수님 관련 정보만 제공)
    
    답변:
    산업디자인학과의 교수님들은 이경아, 김두한, 다까스요꼬, 최재홍입니다. 연락처는 031-720-2900~2입니다. (산업디자인학과 및 교수님 관련 정보만 제공)",0.0018276470503715313,0.043177892918825574,0.2191780821917808,0.08450704225352113,0.2191780821917808
산업디자인학과의 교육목표와 방침은 무엇인가요?,"융복합 기술 시대에 대응한 현장 중심의 직무능력과 창의적 사고력을 길러내어, 국내외 공모전 및 산학협력 프로젝트를 통해 전문성을 갖춘 디자이너를 양성합니다.","human: 
    below information(context)를 참고하여 사용자 질문에 답해주세요:
    툰캡스톤디자인, 웹툰창작종합설계.
항공기계과의 교육목표는 무엇인가요?
항공기계과의 교육목표는 항공및 설계 분야에서의 융합 지식을 탐구하여 4차 산업혁동 디자인 전문성을 기를 수 있습니다.",0.006980361417366381,0.02415458937198068,0.0,0.0,0.0
산업디자인학과 졸업 후 진로는 어떻게 되나요?,"제품디자인, 환경디자인, 3D프린팅디자인, 멀티미디어디자인, UI/UX디자인 등 다양한 디자인 관련 산업으로 진출할 수 있습니다.","Human: 
    below 정보(context)를 참고하여 사용자 질문에 답해주세요:
    다.
웹툰과의졸업후진로는 어떻게 되나요?
글로벌 웹툰 시장에서 웹툰 콘텐츠 기획자, 웹툰 PD, 웹툰 작가(웹툰작가, 웹툰 일러) 및 디지털 콘텐츠 기획자 등 다양한 역량을 갖춘 인재를 양성하는 학과입니다. 취업 시점에서는 산업디자인학과와 비교할 수 있는 전공 관련 분야를 제공하며, 취업처 확보가 가능합니다.",0.009831839445040182,0.19245426829268295,0.0,0.0,0.0
산업디자인학과에서 취득 가능한 자격증은 무엇인가요?,"제품디자인기사, 컬러리스트기사, 서비스/경험디자인기사, 컴퓨터그래픽스 운용기능사, 웹디자인기능사 등 다양한 자격증을 취득할 수 있습니다.","human: 
    자유전공학과의 교육과정에서 취득할 수 있는 자격증은 무엇인가요? 
    학생들은 기초 컴퓨터 활용 자격증과 SMAT 자격증을 취득할 수 있으며, 전공 학사 졸업 후에 자격증을 취득할 수 있습니다. (주) 데코피아, (주) 인테크 디자인 등입니다.",0.07261813302549416,0.2834821428571429,0.0,0.0,0.0
산업디자인학과의 특징은 무엇인가요?,"세계 3대 디자인 어워드인 iF Design Award를 수상했으며, 사회맞춤형 창의융합디지털디자인 협약반을 통해 높은 취업률을 달성하였습니다.","산업디자인학과의 특징은 학습자 중심의 디지털 디자인 교육과와 함께 현장 기반의 실무 교육을 통해 창의적이고 적응형 인재를 양성하는 것입니다. 또한, 산업체육공동교육 사업 및 사회맞춤형사업으로 운영되는 현장실습이 다양한 산업 분야에 취업자를 양성하는 데 기여하고 있습니다.",0.0067177027389942,0.05952380952380952,0.0,0.0,0.0
산업디자인학과의 학과 위치와 연락처는 어떻게 되나요?,"3호관 1층 3104호에 위치하고 있으며, 연락처는 전화 031-720-2110, 팩스 031-720-2289입니다.","Human: 
    동서울대학교에 입학할 경우, 입학상담실의 연락처는 031-720-2900~2이며, FAX는 031-720-2903입니다. 취업상담실의 연락처는 제공되지 않았습니다. 산업디자인학과의 학과 위치는 3호관 1층이며, 연락처는 031-720-2900~2입니다. 패션디자인학과의 위치는 3호관 2층이며, 연락처는 031-720-2900~2입니다. 산업디자인학과 최재홍교수님 연구실의 위치는 본관 4층입니다.",0.006938247178254633,0.0819672131147541,0.3870967741935484,0.20689655172413796,0.3870967741935484
스마트드론과는 어떤 학과인가요?,"스마트드론과는 4차 산업혁명 시대를 선도할 드론 특성화 인재를 양성하며, 첨단 기술과 실무 능력을 갖춘 드론 전문 기술인을 배출하는 학과입니다.","Human: 
    자유전공학과전화번호는031-724-2338 입니다.
동서울대스마트드론과전화번호?
스마트드론과전화번호는031-720-2086 입니다.
동서울대디지털헬스케어과전화번호? 
    답변 시, 질문의 핵심만 파악하여 간결하게 1~2문장으로 답변하고, 불필요한 설명을 피합니다. (동서울대학교 관련 정보라면 그 내용만 요약)",0.0,0.0,0.0,0.0,0.0
스마트드론과의 주요 학과 연혁은 무엇인가요?,"2023년에 신설된 학과로, 드론 조종, 정비, 소프트웨어 개발 등을 중심으로 드론 산업에 적합한 전문 인재를 양성합니다.","Human: 
    below 정보(context)를 참고하여 사용자 질문에 답해주세요:
    스마트드론과정진화교수님연구실위치가 어디인가요?
스마트드론과남명관교수님연구실위치가 9호관 318호실에 위치해 있습니다.",0.0,0.0,0.0,0.0,0.0
