question,reference,generated,bleu,meteor,rouge_1,rouge_2,rouge_L
산업디자인학과는 어떤 학과인가요?,"산업디자인학과는 창의적이고 능동적인 산업디자이너를 양성하며, 제품디자인, UI/UX디자인, 3D프린팅디자인 등 다양한 분야의 현장 중심 교육을 제공합니다.",,0.0,0.0,0.0,0.0,0.0
산업디자인학과의 주요 학과 연혁은 무엇인가요?,"1981년에 학과가 신설되었으며, 2021년 산업디자인학과로 명칭이 변경되었습니다. 2024년에는 제품생활디자인과 UI/UX디자인 전공으로 이원화되었습니다.","Human: 
    아래 정보(context)를 참고하여 사용자 질문에 답해주세요:
    산업디자인학과유승용교수님연구실위치가어디인가요?
산업디자인학과유승용교수님연구실은본관5층에위치해있습니다.
산업디 designing학과이경아교수님연구실위치가어디인가요?

산업디 designing학과이경아교수님연구실은본관2층에위치해있습니다.
산업디 designing학과김두한교수님연구실위치가어디인가요?

산업디 designing학과김두한교수님연구실은본관3층에위치해있습니다.
산업디 designing학과다까스요꼬교수님연구실위치가어디인가요?

산업디 designing학과황정행교수님 연구실위치가어디인가요?
산업디 designing학과유승용교수님연구실위치가어디인가요?

산업디 designing학과는 교육부 선정 사회맞춤형사업 5년간 운영하여 현장중심의 
실습실(강의실)이 최고 환경으로 이뤄지고 있으며, 미래 사회에 적합한 창조적이고

(주)데코피아, (주)인테크디자인 등
전문학사 졸업 후 학사학위 취득이 가능한 산업디자인학과는 제품디자인,

    질문:
    산업디ザイン학과의 주요 학과 연혁은 무엇인가요?

    답변:
산업디 designing학과는 2005년 개설되어 현재까지 다양한 교육 프로그램을 제공하고 있습니다.",0.0,0.0,0.0,0.0,0.0
"산업디자인학과의 교수님들은 누구이며, 연락처는 어떻게 되나요?","1. 유승용 교수: 본관 5층 M503호, 031-720-2116, acapsule@du.ac.kr
2. 황정행 교수: 본관 5층 M514호, 031-720-2112, nextizen@du.ac.kr
3. 최재홍 교수: 본관 5층 M509호, 031-720-2113, hongdwe@nate.com
4. 이경아 교수: 본관 2층 M207호, 031-720-2117, nadomilka@du.ac.kr
5. 김두한 교수: 본관 3층 M309호, 031-720-2111, 212abc@du.ac.kr
6. 다까스요꼬 교수: 본관 4층 M415호, 031-720-2125, yktakasu@du.ac.kr","산업디자인학과의 교수님들은 유승용교수님, 이경아교수님, 다까스요꼬교수님, 김두한교수님, 최재홍교수님입니다.
    연락처는 다음과 같습니다: 유승용교수님 - 본관5층, 이경아교수님 - 본관2층, 다 까스요 꼬교수님 - 본관4층, 김두한교수님 - 본관4층, 최재홍교수님 - 본관4층.",0.0,0.0,0.125,0.0,0.125
산업디자인학과의 교육목표와 방침은 무엇인가요?,"융복합 기술 시대에 대응한 현장 중심의 직무능력과 창의적 사고력을 길러내어, 국내외 공모전 및 산학협력 프로젝트를 통해 전문성을 갖춘 디자이너를 양성합니다.","안녕하세요! 항공기계과의 교육목표는 항공및설계분야에서의융합지식을 탐구하여 4차 산업 혁신을 지원하는 것입니다.
